Date,gdp,cpi,cpi_core,mmr,neer,eur_tnd,usd_tnd,gdp_ea,cpi_ea,nr_ea,wp_oil,cpi_freshfood,cpi_administ,cpi_core1,cpi_food,cpi_energy,cpi_core2,fisc_bal,gdp_agriculture
2016Q4,22939.7345654708,105.696524738411,107.081149951582,4.27274193548387,88.7460366780351,2.45206666666667,2.27766666666667,2545808.3,100.896666666667,-0.312481240981241,95.5740390273383,104.711698740992,102.084754966487,107.474211714577,104.077852083514,99.1385881952185,107.081149951582,-9.2735092026562,1977.88493174646
2017Q1,23079.4081177834,106.720611678351,107.53859435586,4.28027649769585,88.4062228842012,2.44735045454545,2.30456696969697,2563335.9,100.803333333333,-0.327831093544137,103.277723882376,107.24329034766,102.187781071037,108.584950059361,106.374274373193,100.720182775372,107.53859435586,-7.45533360434368,1985.52237029765
2017Q2,23059.1731645837,107.968536651882,109.174012745335,4.72734408602151,82.3659357611294,2.66923357575758,2.42441840909091,2584289.2,102.043333333333,-0.329955026455026,95.9430016380667,107.249548062187,102.533235136928,110.484650295664,106.990474327207,100.755932136867,109.174012745335,-4.58924345187985,2004.85347541386
2017Q3,23202.2373729066,109.809401347374,111.042579941463,5.18817562724014,78.7440077162664,2.85390857894737,2.45880760526316,2602197.1,101.933333333333,-0.329622636300897,98.7420283401454,108.833340768155,104.932140632974,112.136178719627,108.540755454765,103.36571442742,111.042579941463,-6.29398909653689,2039.36462070151
2017Q4,23496.9217058503,112.022886590276,112.947313726427,5.23,77.2074993262239,2.92610003246753,2.48992604617605,2625097.6,102.323333333333,-0.328813397129187,117.304664514384,114.137359844856,105.256745954277,114.527575224768,112.115765224876,103.553319298437,112.947313726427,-5.17687727473461,2051.91523216452
2018Q1,23646.2383806825,114.072554500156,114.943656718479,5.72734254992319,77.2565208050681,2.97249526315789,2.43795175438597,2626831.6,102.083333333333,-0.328286435786436,127.775568949887,116.256074775777,106.438410708269,116.940722416658,114.363146541233,105.383607911885,114.943656718479,-3.46662962299535,2149.54191449978
2018Q2,23745.0606576069,116.125620328169,117.146506534911,6.53656272401434,75.307438573498,3.03805115151515,2.51504333333333,2640100.3,103.793333333333,-0.325245238095238,142.158749343978,119.152587492235,107.316522452146,119.329428911368,116.179257074655,106.942888340219,117.146506534911,-2.90414940147331,2108.87139454893
2018Q3,23842.920532263,117.849016767406,119.351532771131,7.26102150537634,70.7818274461723,3.18257909774436,2.72752936507936,2642047.9,104.093333333333,-0.319525757575758,144.041730943558,117.070047868363,109.676433344406,121.569283206785,115.97054314739,111.157972080104,119.351532771131,-4.90800776519075,2108.62144871213
2018Q4,23968.5053419029,120.365360442555,121.728504928878,7.25476702508961,67.2633353261608,3.31675238095238,2.9068553968254,2656286.9,104.276666666667,-0.315353096179183,128.564385565928,121.064813243381,110.553555971297,124.49098565398,118.956794468254,113.264238014433,121.728504928878,-6.55943539735703,2189.58383239337
2019Q1,24068.5547015965,122.23022994672,122.908937378175,7.45533794162826,64.4121659027474,3.45593833333333,3.04238133333333,2674024.9,103.54,-0.308546825396825,120.746195073077,127.498515770557,111.0799607032,125.985915889985,123.06278595683,113.347230266009,122.908937378175,-3.17780919679526,2193.00251633905
2019Q2,24146.6800148594,124.104429686502,125.158621842016,7.84977777777778,66.0767178221517,3.35550600713012,2.98245577540107,2679028.2,105.25,-0.317071212121212,130.428282892539,128.021297160046,112.433999910349,128.368339813036,123.867369088891,115.64163602081,125.158621842016,-4.98402828338483,2277.97353215268
2019Q3,24210.5170709065,125.640304376866,127.326088568886,7.82966666666667,69.157102426831,3.19039217893218,2.86771939321789,2686430.3,105.086666666667,-0.396512077294686,118.055312584487,126.849662652223,114.665582413919,130.165875388984,124.16827657841,115.917415688613,127.326088568886,-1.99475133063727,2303.76218131914
2019Q4,24216.0057460791,127.915781602379,129.879408395562,7.81948028673835,69.8899721009848,3.15029783549784,2.84532626262626,2686080.8,105.323333333333,-0.402951759834368,119.569331573339,130.344409613873,116.135191641755,132.537954538604,126.36986849809,116.002203426655,129.879408395562,-3.37339633658027,2272.10094557187
2020Q1,23201.717939029,129.476519372591,131.36851199098,7.67020393029292,70.0175630609674,3.13867380952381,2.84775856307435,2592745.4,104.686666666667,-0.405540909090909,96.4264698866076,134.54254628064,117.463771971891,133.64984806115,128.516306905686,116.152308091677,131.36851199098,-3.44037372056607,2290.97730315153
2020Q2,19289.126226338,131.693463201024,134.230456267641,6.80109677419355,69.1089098463219,3.17793675438596,2.88777399521531,2290005,105.483333333333,-0.300666666666667,59.9818699406797,136.416000089302,119.596710152705,135.974982328598,130.139323817788,114.756230422385,134.230456267641,-9.24583275523754,2250.03216572198
2020Q3,22465.9679308098,132.538713858489,135.919648027681,6.79435125448029,69.6190550062416,3.23714090909091,2.77032121212121,2579217.5,105.053333333333,-0.47173611895351,81.528014122362,134.194889078271,121.369669508994,137.055717376645,129.629930228075,112.887443894072,135.919648027681,-4.87745527458195,2260.14453904127
2020Q4,22658.2963291519,134.357930035482,137.606199931654,6.18396774193548,69.5432432796716,3.26865751483782,2.7431049899931,2568298.9,105.033333333333,-0.522742424242424,84.9695446810541,138.018469223283,121.733743419382,139.090493859329,132.383045693664,112.619926246276,137.606199931654,-20.3358514170235,2285.57732003757
2021Q1,22711.3720301753,135.764461886503,138.792491581749,6.20508448540707,69.373783272095,3.29140126239512,2.73430406941266,2560915.7,105.796666666667,-0.542445652173913,115.5870799472,140.212225025547,122.810188433123,140.476585178306,134.451425177151,113.659835642699,138.792491581749,-2.55424360091925,2132.39793547072
2021Q2,22268.0131865503,138.582769060731,141.323455848371,6.25333333333333,68.6525044729889,3.32048412698413,2.76866031746032,2617981.3,107.42,-0.540367316017316,130.969003959986,144.923449163287,125.391254656763,143.003489550259,137.949690953631,116.639671502162,141.323455848371,-3.2935918475899,2145.09670986692
2021Q3,NaN,140.830372484123,144.073430540806,6.26666666666667,68.5501783828937,3.29871818181818,2.80104560606061,NaN,108.023333333333,-0.545799422799423,139.321554095962,146.817943124647,129.874392249915,144.351502110118,139.432950912889,117.125160362242,144.073430540806,,NaN
